hhid,housing,high,hh_inc,hh_size,expec_stockret_prior,expec_hpgrowth_prior,expec_irate_perc,expec_inflation_perc,expec_houseprice_perc,expec_hh_workincome_perc,expec_stockret_perc,expec_gdp_perc,expec_rent_perc,female,age_hh_head_18_24,age_hh_head_25_29,age_hh_head_30_34,age_hh_head_35_39,age_hh_head_40_44,age_hh_head_45_49,age_hh_head_50_54,age_hh_head_55_64,age_hh_head_65,age_children_none,inc_5000,inc_5000_8000,inc_8000_10000,inc_10000_12000,inc_12000_15000,inc_15000_20000,inc_20000_25000,inc_25000_30000,inc_30000_35000,inc_35000_40000,inc_40000_45000,inc_45000_50000,inc_50000_60000,inc_60000_70000,inc_70000_100000,inc_100000,atleast_bachelor,owner,stockowner,prior,z_conf_prior,expec_irate_perc_t01,expec_inflation_perc_t01,expec_houseprice_perc_t01,expec_hh_workincome_perc_t01,expec_stockret_perc_t01,expec_gdp_perc_t01,expec_rent_perc_t01,prior_t01,prior_squ,prior_squ_t01
04909318,1,1,23,2,,5,5,15,6,10,10,1,15,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,-.096149743,5,15,6,10,10,1,15,5,25,25
04909336,1,1,27,3,,55,15,25,50,15,15,20,30,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,55,-.96465683,15,25,50,15,15,20,30,55,3025,3025
04909697,1,0,26,5,,20,.2,4,2,3,5,5,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,20,-.096149743,.2,4,2,3,5,5,10,20,400,400
04909775,0,0,19,9,8,,.19,2.2,10,5,2,1,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,8,-.096149743,.19,2.2,10,5,2,1,25,8,64,64
04910314,0,0,27,4,20,,3,5,20,15,4,4,20,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,20,-.096149743,3,5,20,15,4,4,20,20,400,400
04910358,0,0,21,4,5,,3,5,20,10,20,6,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1.6408644,3,5,20,10,20,6,10,5,25,25
04910409,0,1,26,3,8,,1,5,10,5,10,8,10,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,8,-.096149743,1,5,10,5,10,8,10,8,64,64
04910533,0,0,26,2,3,,1,1.8,5,1.5,2,6,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,3,.77235729,1,1.8,5,1.5,2,6,3,3,9,9
04910546,1,0,26,2,,3,0,2,5,3,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,3,-.96465683,0,2,5,3,2,2,2,3,9,9
04910856,1,0,23,3,,5,1,2,3,2,1,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,-.096149743,1,2,3,2,1,2,3,5,25,25
04911139,1,1,21,1,,6,5,4,4,3,6,7,9,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,6,-1.8331639,5,4,4,3,6,7,9,6,36,36
04911379,0,1,26,4,10,,3,2.2,20,10,10,10,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,10,.77235729,3,2.2,20,10,10,10,20,10,100,100
04911490,1,0,26,2,,10,2.49,3,1.5,.5,2.5,1.5,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,-.96465683,2.49,3,1.5,.5,2.5,1.5,2,10,100,100
04911919,0,0,18,4,20,,2,2.2,6,1,2,5,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,20,-.096149743,2,2.2,6,1,2,5,2,20,400,400
04911949,0,1,27,1,12,,2,2,3,5,10,3,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,-1.8331639,2,2,3,5,10,3,3,12,144,144
04912205,1,1,26,2,,2,.02,2.5,3,3,3,3,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,-.096149743,.02,2.5,3,3,3,3,5,2,4,4
04912393,1,0,27,5,,3,1,2.7,10,14,4,3,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,.77235729,1,2.7,10,14,4,3,10,3,9,9
04912413,0,0,27,5,12,,.2,1,2,4,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,12,-.096149743,.2,1,2,4,3,1,2,12,144,144
04912745,0,1,26,3,0,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.6408644,0,0,,0,,,,0,0,0
04912951,1,0,26,2,,10,0,2,5,5,2,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,-.96465683,0,2,5,5,2,2,1,10,100,100
04913016,1,0,21,4,,20,1.5,1.5,2.5,1.5,1,1,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,20,-1.8331639,1.5,1.5,2.5,1.5,1,1,1.5,20,400,400
04913083,1,0,15,2,,5,3.5,.5,3,10,10,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,5,-.96465683,3.5,.5,3,10,10,2,3,5,25,25
04913131,0,0,26,2,4,,4,3,4,20,2,3,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,1.6408644,4,3,4,20,2,3,7,4,16,16
04913220,1,1,21,2,,0,0,0,6,10,2,2,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,-1.8331639,0,0,6,10,2,2,10,0,0,0
04913320,0,1,27,2,1,,.5,4.5,4,5,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.6408644,.5,4.5,4,5,1,2,2,1,1,1
04913359,0,1,26,3,8,,1,2,3,3,8,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,8,-.096149743,1,2,3,3,8,3,3,8,64,64
04913475,1,1,19,1,,20,1,2,15,10,10,15,10,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,20,-.096149743,1,2,15,10,10,15,10,20,400,400
04913535,0,1,15,1,12,,2,9,9,50,9,12,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,12,.77235729,2,9,9,50,9,12,3,12,144,144
04913542,0,1,26,2,10,,.02,2,30,.05,10,2,40,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,10,-.096149743,.02,2,30,.050000001,10,2,40,10,100,100
04913572,0,1,15,3,10,,2,2,15,25,10,4,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,.77235729,2,2,15,25,10,4,10,10,100,100
04914068,1,1,17,1,,5,1,6,6,2,5,2,10,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,-.096149743,1,6,6,2,5,2,10,5,25,25
04914076,1,0,3,2,,20,5,10,10,20,20,20,60,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1.6408644,5,10,10,20,20,20,60,20,400,400
04914113,1,1,21,2,,2,2,5,6,5,5,2.2,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,-1.8331639,2,5,6,5,5,2.2,10,2,4,4
04914296,1,0,17,2,,35,3,15,20,15,22,5,20,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,-.096149743,3,15,20,15,22,5,20,35,1225,1225
04914323,1,1,11,3,,7,.3,4,8,40,5,4,6,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,-.96465683,.30000001,4,8,40,5,4,6,7,49,49
04914479,0,1,18,1,3,,.3,2,5,5,7,2,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,-.096149743,.30000001,2,5,5,7,2,7,3,9,9
04914764,1,1,17,2,,2,3,3,3,10,5,2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,-1.8331639,3,3,3,10,5,2,3,2,4,4
04914868,0,0,15,3,5,,1,1,5,2,2,2,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,-.096149743,1,1,5,2,2,2,5,5,25,25
04915129,0,1,19,2,10,,0,2,25,0,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,1.6408644,0,2,25,0,10,,,10,100,100
04915223,0,1,21,6,5,,2,0,2,2,10,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,5,-.96465683,2,0,2,2,10,8,2,5,25,25
04915437,1,0,26,1,,3,1,3,2,2,2.5,2.5,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,-.096149743,1,3,2,2,2.5,2.5,3,3,9,9
04915456,1,1,21,1,,15,2.5,3,2,3,2,3,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,15,-.96465683,2.5,3,2,3,2,3,2,15,225,225
04915576,1,1,27,2,,10,1.5,2,5,2,8,3,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,.77235729,1.5,2,5,2,8,3,4,10,100,100
04915604,0,1,21,2,20,,1,4,10,2,5,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,1.6408644,1,4,10,2,5,3,2,20,400,400
04915655,1,1,21,2,,2,1,2,10,1,5,10,15,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,2,-.96465683,1,2,10,1,5,10,15,2,4,4
04915851,1,1,26,3,,5,3,2,2.5,3,5,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,-.096149743,3,2,2.5,3,5,2,2,5,25,25
04916165,0,1,23,1,25,,.01,3,10,2,3,5,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,25,-.096149743,.0099999998,3,10,2,3,5,10,25,625,625
04916232,0,1,17,3,2,,2,3,6,4,5,3,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,.77235729,2,3,6,4,5,3,5,2,4,4
04916317,0,1,19,3,20,,3,15,25,25,5,5,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,-.096149743,3,15,25,25,5,5,10,20,400,400
04916658,1,1,27,2,,8,2,2.2,6,20,5,1,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,-1.8331639,2,2.2,6,20,5,1,10,8,64,64
04916688,1,1,16,4,,20,0,10,20,15,30,40,40,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,20,-1.8331639,0,10,20,15,30,40,40,20,400,400
04916785,1,0,13,1,,5,1,5,3,1,2,1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,-.96465683,1,5,3,1,2,1,4,5,25,25
04916825,0,1,23,2,8,,5,2,10,0,8,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,8,1.6408644,5,2,10,0,8,3,3,8,64,64
04916848,0,0,16,2,5,,3,2.2,5,100,2,3,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5,-.096149743,3,2.2,5,,2,3,10,5,25,25
04916877,0,0,17,3,0,,2,2,2,1,2,1,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-.096149743,2,2,2,1,2,1,10,0,0,0
04917515,1,0,23,7,,10,2,3,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,10,-.096149743,2,3,1,1,1,1,2,10,100,100
04917627,1,1,26,3,,100,.1,2,1,1,.5,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,100,-.096149743,.1,2,1,1,.5,1,5,,10000,
04917939,1,0,27,3,,5,3,4,1.5,3,12,2,2.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5,-.096149743,3,4,1.5,3,12,2,2.2,5,25,25
04918476,0,1,18,4,3,,2,5,10,0,10,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,1.6408644,2,5,10,0,10,5,,3,9,9
04918580,1,1,26,2,,5,.5,4,5,10,10,5,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,5,-.096149743,.5,4,5,10,10,5,5,5,25,25
04918843,1,1,19,3,,5,.5,3,5,4,2,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,5,-.96465683,.5,3,5,4,2,2,7,5,25,25
04918921,1,1,15,1,,2,2,2,3,5,5,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,2,-.096149743,2,2,3,5,5,1,2,2,4,4
04918971,0,0,23,2,2,,1,2,3,2,2,2,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,-.096149743,1,2,3,2,2,2,4,2,4,4
04918986,0,0,13,2,0,,1,2,1,2,2,1.5,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-.96465683,1,2,1,2,2,1.5,2,0,0,0
04918996,0,0,23,2,4,,1,1,2.2,2,2,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,4,.77235729,1,1,2.2,2,2,3,1,4,16,16
04919015,0,1,26,4,10,,.2,1,10,25,10,10,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10,.77235729,.2,1,10,25,10,10,10,10,100,100
04919017,0,1,23,8,8,,4,3,100,50,8,8,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,8,-.96465683,4,3,,50,8,8,50,8,64,64
04919052,1,0,15,1,,10,.02,5,5,5,10,5,10,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,,10,-.96465683,.02,5,5,5,10,5,10,10,100,100
04919053,1,0,27,2,,20,2,7,3,2,5,5,10,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,20,-.096149743,2,7,3,2,5,5,10,20,400,400
04919063,1,0,27,6,,12,0,1.5,2.5,1,2.5,1.5,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,12,-.096149743,0,1.5,2.5,1,2.5,1.5,3.5,12,144,144
04919195,0,1,23,1,10,,.2,2.2,5,1,10,5,10,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,10,.77235729,.2,2.2,5,1,10,5,10,10,100,100
04919263,1,1,27,4,,25,.03,3,2.2,3,3,2.2,2.5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,25,-.096149743,.029999999,3,2.2,3,3,2.2,2.5,25,625,625
04919593,1,1,26,6,,15,6,2,4,2,3,1.5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,15,.77235729,6,2,4,2,3,1.5,8,15,225,225
04920006,1,0,26,2,,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,-.096149743,1,1,1,1,1,1,1,1,1,1
04920084,1,0,26,3,,6,1,4,5,3,17,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,6,-.096149743,1,4,5,3,17,3,4,6,36,36
04920782,0,1,26,2,4,,3,20,15,1,10,2.2,10,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,4,1.6408644,3,20,15,1,10,2.2,10,4,16,16
04920830,1,1,21,3,,2,2,2,2,4,4,3,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,-.096149743,2,2,2,4,4,3,5,2,4,4
04921201,0,0,26,2,0,,1,6,10,2,2.2,3,5,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-.96465683,1,6,10,2,2.2,3,5,0,0,0
04921261,0,0,19,5,5,,1,1,4,1,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,1.6408644,1,1,4,1,5,,,5,25,25
04921430,0,0,17,1,5,,1,6,3,0,3,3,5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,-.096149743,1,6,3,0,3,3,5,5,25,25
04921473,0,0,27,4,25,,25,10,50,30,25,10,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,25,-.096149743,25,10,50,30,25,10,10,25,625,625
04921476,0,0,26,3,2,,1,2,3,0,2,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1.6408644,1,2,3,0,2,2,5,2,4,4
04921835,1,1,23,5,,3,0,3,7,4,5,30,25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,-.096149743,0,3,7,4,5,30,25,3,9,9
04922021,1,1,13,1,,2.5,1.3,2.2,6,2,1.2,.5,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2.5,-1.8331639,1.3,2.2,6,2,1.2,.5,2,2.5,6.25,6.25
04922076,0,0,27,3,50,,25,15,5,10,20,15,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,50,-.96465683,25,15,5,10,20,15,15,50,2500,2500
04922263,0,1,8,1,2,,1.5,2,3,0,2,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1.6408644,1.5,2,3,0,2,2,1,2,4,4
04922444,0,1,26,4,5,,.5,2.2,5,5,10,2,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,1.6408644,.5,2.2,5,5,10,2,10,5,25,25
04922493,1,0,21,4,,18,2,2,1.8,10,2,1.7,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,18,.77235729,2,2,1.8,10,2,1.7,3,18,324,324
04922959,0,0,18,3,100,,7,88,65,4,24,40,87,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100,1.6408644,7,,,4,24,40,,,10000,
04923119,0,0,23,2,18,,20,20,20,10,10,10,20,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,18,-.096149743,20,20,20,10,10,10,20,18,324,324
04923125,0,0,27,4,5,,2,3,5,6,3,2,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,-.096149743,2,3,5,6,3,2,8,5,25,25
04923269,0,1,26,4,10,,2,2,20,5,20,5,15,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,10,1.6408644,2,2,20,5,20,5,15,10,100,100
04923636,0,1,21,3,40,,3.4,2,11,4,7,10,22,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,40,-.096149743,3.4000001,2,11,4,7,10,22,40,1600,1600
04923705,0,1,21,7,5,,1,2,2,25,5,4,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5,1.6408644,1,2,2,25,5,4,7,5,25,25
04923818,1,1,18,2,,2,.15,2,4,1.5,7,2,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,2,-.096149743,.15000001,2,4,1.5,7,2,5,2,4,4
04923942,1,1,15,1,,5,.5,1.8,5,3,8,25,20,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,5,-1.8331639,.5,1.8,5,3,8,25,20,5,25,25
04924354,0,0,16,3,.1,,.1,2,-10,13,2,3,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,.1,-.096149743,.1,2,,13,2,3,,.1,.010000001,.010000001
04924545,0,1,27,3,10,,5,5,15,10,5,10,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,-.096149743,5,5,15,10,5,10,15,10,100,100
04924702,1,1,27,3,,10,1,5,6,16,3,6,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,10,-.096149743,1,5,6,16,3,6,7,10,100,100
04924835,0,0,21,2,9,,0,1,10,7,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,9,.77235729,0,1,10,7,1,2,,9,81,81
04925067,0,1,19,2,6,,1.5,3,10,2,8,4,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,6,-.96465683,1.5,3,10,2,8,4,10,6,36,36
04925130,0,0,16,5,25,,5,40,10,20,5,15,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,25,.77235729,5,40,10,20,5,15,5,25,625,625
04925148,1,0,26,3,,4,1.2,5,1.2,0,3,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,4,-.096149743,1.2,5,1.2,0,3,2,1,4,16,16
04925351,0,0,26,3,12,,2,5,5,30,2,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,12,-.096149743,2,5,5,30,2,2,5,12,144,144
04925419,0,1,27,4,20,,1,2,10,10,10,8,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,20,-.096149743,1,2,10,10,10,8,5,20,400,400
04925421,0,0,26,1,5,,1,2.4,2.5,2,5,3,1.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,-.096149743,1,2.4000001,2.5,2,5,3,1.5,5,25,25
04925509,1,1,21,2,,4,1,6,4,2,9,10,25,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,-1.8331639,1,6,4,2,9,10,25,4,16,16
04925575,0,1,21,2,0,,2,2.2,0,0,10,100,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-1.8331639,2,2.2,,0,10,,,0,0,0
04925590,0,1,3,9,25,,60,10,25,25,10,15,35,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,25,1.6408644,,10,25,25,10,15,35,25,625,625
04925723,0,0,23,6,10,,1,2,3,1,2,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,10,1.6408644,1,2,3,1,2,2,4,10,100,100
04925771,1,0,13,2,,5,2.5,4,5,10,7,2,8,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,-.096149743,2.5,4,5,10,7,2,8,5,25,25
04925847,0,1,21,5,1,,.75,10,15,2,4,2.5,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,1,-.096149743,.75,10,15,2,4,2.5,8,1,1,1
